after,gini,theil,p90_p10,p75_p25,period
0,0.181061671874066,0.128314408814048,1.9703194019373,1.39005244782081,도입 전
1,0.152325165781823,0.0552899087246071,1.83609782608585,1.36139638292269,도입 후
