variable,coef,se,pval
total_shift,0.894207900628041,0.361914416204127,0.0139308322799076
total_orders,1.34734590250175,1.09660446061127,0.219980881294262
total_fee,4549.05067765149,3215.53280559762,0.157991882407912
total_labor,0.416069866188256,0.188973255220269,0.0282986687183664
